MOUNT
WRITE 524476 684 174
READ 524252 579 0
READ 524490 566 0
READ 524311 380 0
READ 524779 479 0
WRITE 524751 996 229
WRITE 524738 917 73
READ 524758 706 0
READ 524277 587 0
WRITE 524351 871 31
READ 524071 697 0
WRITE 523660 182 203
WRITE 523451 247 44
READ 523335 150 0
WRITE 523670 156 73
READ 523891 962 0
WRITE 523685 494 79
READ 523687 438 0
READ 524151 734 0
WRITE 524104 522 52
READ 523954 202 0
READ 524226 325 0
READ 524320 464 0
WRITE 524634 821 121
WRITE 524606 755 84
WRITE 524132 220 221
READ 524073 160 0
WRITE 523614 556 70
READ 523863 377 0
WRITE 524052 278 135
WRITE 524054 65 185
WRITE 523719 649 26
READ 524129 269 0
READ 524498 260 0
WRITE 524086 258 8
WRITE 523775 177 12
WRITE 524143 494 105
WRITE 524133 567 136
READ 523822 612 0
READ 523892 484 0
WRITE 523719 298 218
WRITE 523573 603 8
WRITE 523611 316 47
READ 524054 523 0
WRITE 524382 313 181
WRITE 524084 920 251
READ 524454 317 0
READ 524707 170 0
READ 524546 188 0
WRITE 524649 530 139
WRITE 524338 600 171
READ 524032 1002 0
WRITE 524467 257 157
READ 524120 68 0
READ 524206 135 0
READ 524175 827 0
WRITE 523764 378 251
READ 523287 185 0
READ 522900 393 0
READ 522870 213 0
READ 522780 316 0
WRITE 522510 548 60
WRITE 522613 511 91
WRITE 523048 872 12
WRITE 523547 432 154
WRITE 523528 506 72
WRITE 523341 706 42
READ 523742 294 0
WRITE 524040 766 213
WRITE 524518 309 205
READ 524220 643 0
WRITE 523800 145 21
WRITE 524034 864 106
WRITE 524410 846 154
READ 524222 677 0
READ 524590 225 0
READ 525047 810 0
READ 525121 413 0
WRITE 525066 513 219
READ 524900 71 0
READ 524562 345 0
WRITE 524253 706 28
READ 524201 525 0
WRITE 524056 399 102
WRITE 524113 290 188
WRITE 524102 438 232
WRITE 524383 762 230
WRITE 524378 63 147
READ 524347 510 0
READ 524209 919 0
READ 524071 812 0
READ 524022 793 0
WRITE 523524 946 123
WRITE 523225 234 84
WRITE 523553 553 232
WRITE 523518 523 74
READ 523570 84 0
WRITE 523354 234 95
READ 523176 604 0
WRITE 523248 105 168
READ 523597 565 0
READ 523942 62 0
READ 524235 813 0
READ 524173 527 0
READ 523846 862 0
WRITE 523458 1016 211
READ 523667 910 0
READ 523932 131 0
READ 523957 405 0
READ 523748 164 0
READ 523766 720 0
READ 523952 82 0
WRITE 523533 234 155
READ 523093 271 0
READ 523376 407 0
READ 523554 14 0
READ 523168 944 0
WRITE 523327 957 132
READ 523009 962 0
WRITE 522752 733 215
READ 523034 731 0
READ 523102 415 0
WRITE 522618 88 114
READ 522658 1023 0
WRITE 522839 331 58
READ 522760 929 0
WRITE 522713 568 175
WRITE 523149 118 57
WRITE 523038 554 199
READ 522616 316 0
READ 522412 307 0
READ 522687 288 0
WRITE 523052 809 182
WRITE 523444 110 223
READ 522983 596 0
WRITE 523183 438 174
WRITE 522700 896 108
WRITE 522734 295 249
WRITE 522571 42 154
READ 522648 176 0
WRITE 522293 901 96
READ 522140 667 0
WRITE 522479 82 199
WRITE 521992 154 190
WRITE 521814 272 253
WRITE 521804 398 232
READ 521936 329 0
READ 521823 239 0
WRITE 521493 112 240
READ 521321 340 0
READ 520828 174 0
WRITE 520756 363 114
READ 520286 967 0
READ 519941 27 0
READ 520431 689 0
WRITE 520421 165 115
READ 520345 687 0
WRITE 520608 494 165
READ 520123 210 0
