MOUNT
WRITE 0 256 0
WRITE 256 256 1
WRITE 512 256 2
WRITE 768 256 3
READ 99584 256 0
WRITE 99584 256 133
READ 365056 256 0
WRITE 365056 256 146
READ 119296 256 0
WRITE 119296 256 210
WRITE 119552 256 211
WRITE 119808 256 212
WRITE 120064 256 213
READ 225792 256 0
WRITE 225792 256 114
READ 541696 256 0
WRITE 541696 256 68
READ 864256 256 0
WRITE 864256 256 48
READ 247808 256 0
WRITE 247808 256 200
READ 1033472 256 0
WRITE 1033472 256 197
WRITE 1033728 256 198
WRITE 1033984 256 199
READ 700928 256 0
WRITE 700928 256 178
READ 913920 256 0
WRITE 913920 256 242
READ 510464 256 0
WRITE 510464 256 202
WRITE 510720 256 203
READ 393216 256 0
WRITE 393216 256 0
WRITE 393472 256 1
WRITE 393728 256 2
READ 733440 256 0
WRITE 733440 256 49
READ 484864 256 0
WRITE 484864 256 102
WRITE 485120 256 103
READ 939008 256 0
WRITE 939008 256 84
READ 920576 256 0
WRITE 920576 256 12
WRITE 920832 256 13
WRITE 921088 256 14
WRITE 921344 256 15
READ 254464 256 0
WRITE 254464 256 226
READ 860416 256 0
WRITE 860416 256 33
WRITE 860672 256 34
WRITE 860928 256 35
READ 139264 256 0
WRITE 139264 256 32
READ 237312 256 0
WRITE 237312 256 159
READ 762368 256 0
WRITE 762368 256 162
WRITE 762624 256 163
WRITE 762880 256 164
WRITE 763136 256 165
READ 53760 256 0
WRITE 53760 256 210
WRITE 54016 256 211
READ 310784 256 0
WRITE 310784 256 190
READ 84736 256 0
WRITE 84736 256 75
WRITE 84992 256 76
READ 324864 256 0
WRITE 324864 256 245
READ 990976 256 0
WRITE 990976 256 31
READ 802816 256 0
WRITE 802816 256 64
READ 790016 256 0
WRITE 790016 256 14
READ 868096 256 0
WRITE 868096 256 63
WRITE 868352 256 64
READ 766976 256 0
WRITE 766976 256 180
READ 771840 256 0
WRITE 771840 256 199
READ 226560 256 0
WRITE 226560 256 117
READ 786432 256 0
